vz,cm,er,ee,ex
66.70849844797372,2.1772400224388857,16.08204020788049,8.723725023918814,6.281587372844199
8.145941689169256,0.383740999032671,2.922082189384011,7.53784876463861,7.172606594950848
55.032290456801746,1.0916492748422435,6.493257734662164,7.86851755208884,7.322140429186574
93.78341290606708,1.9883540597741578,16.505258402511718,8.601795365916145,4.983060406319912
92.12325920948773,1.4209452591377296,11.05206086695914,7.925080882101969,3.9764338307227485
65.69581451760351,2.177191940021104,25.625316814675816,9.015078845178827,0.18203622722885504
44.186357562119625,0.2856373344944226,2.0750350175271675,7.394547218963485,6.434514098940731
23.70480528203476,0.0387848372397367,0.1367032144904374,6.854156692846399,2.11997633545642
32.111692096558784,0.2883440893341113,0.6752868999259092,6.822162035808099,1.2987700970258356
38.42045130489144,1.4059568161065175,8.671943843397552,8.075680100793146,7.333794226340195
32.91317005524913,2.6030971530353617,23.274880358177388,9.290954690030658,4.114703400043206
76.77319707674584,0.3204283447153601,1.395120775311959,7.19106883393485,4.860182301647615
48.918814993528095,2.3958046871935776,23.51124626239632,9.173969857365705,3.1160134076043895
45.816909728667035,1.0299749813452794,7.677817526074792,7.298532049749209,0.7512629856968803
51.742199237880804,0.881939428937613,4.914251351558084,7.51673643453022,5.288976701451124
28.2132423263571,1.409726006045282,8.264712573479063,8.130462563450926,8.157245489600651
39.52420928983087,1.7031444117763168,18.05837476646059,8.22144306533474,0.5912398485514048
48.64603720152058,1.4366257132680769,9.322840755756589,8.063734044078014,6.67613824080942
48.785692553019686,0.5692624259191567,2.4207382119510834,7.14335137526571,3.4883392352133122
43.67797298903493,2.2570178763618047,19.47768454658576,8.908957938040087,4.732109430636903
81.59902767163612,1.5496751443100545,8.972122780722248,8.263292596367773,8.212902583556192
7.0258154920328275,1.0157530846668974,5.9545456633467095,7.748378525497005,6.658398118964236
66.88391034140265,2.8652783190271234,31.54129936166485,9.85049455325006,0.45380884628213713
47.83039376868382,1.5575147670510852,12.594984590501703,8.30562897445863,4.137754860620971
29.584380510686913,0.2510532677352304,1.6760644728043943,7.314320838944079,5.935749994562756
18.09441405871307,2.314752617016089,22.35528716004951,9.063432646209169,3.349780312460566
32.02282038210458,2.8122147263063697,11.378632387506887,8.532869166781765,8.837338529385283
38.22780752151908,0.7881514224022768,5.314862436571888,7.851097345890072,8.158320055764749
51.467298640118756,2.327448341512256,16.758440667186747,8.82757308322165,6.478247922744581
29.982164352478524,2.6593642754569364,26.05415051472426,9.464131743030455,2.8406751801029424
4.76252368690635,0.3845510735422126,1.6497655180562152,7.212226879104422,4.875366617448927
9.11100230680757,0.2117266153313396,0.3675013348957479,6.695354395764051,0.03449852451726121
31.531802484554216,2.1732829420841444,13.517619882108713,8.606156987722937,7.580263256154416
39.84044429258864,0.6532826894094098,3.1942880116892978,7.000153241930391,1.2605624390859629
73.32379075035158,1.921440407398129,15.003957548271202,8.51269846721642,5.57189187910695
5.076610125676284,2.9319844891975047,31.89285980104581,9.893505897531329,0.401904258470816
52.05066865611998,0.28293013403622613,0.6820170669745473,6.872689650768858,1.8850871801165017
61.55977141898773,1.4060573935243939,10.335362190233054,7.942795948591258,4.743277732938292
34.74751948002576,0.8880679278135336,6.073897407131424,7.105629643254575,0.03410194663090205
72.50017951881297,0.9559362426156005,6.043807967822908,7.363451772693305,2.7907051069530295
50.94652593078794,0.4900724916886876,2.759483933136033,7.449268792564578,6.419665710695615
1.3808229603656463,0.49603440400604265,2.4346457777385306,7.348864891757474,5.66150437652473
51.3394786982005,2.646582201552367,26.169043182213887,9.463149582196754,2.7343455656319597
75.63465009840343,2.683375743440035,18.945265099343214,9.070223346821964,6.346276007887544
15.38588055233271,0.12487238112189789,3.2242270017423205,7.630350596079827,7.828394237341247
48.858329750953914,0.5447931181657567,4.458408807084108,7.770246326676086,8.127543642380823
38.435580922932935,2.4321804853740905,24.35630982334276,9.237366770405425,2.815370781334664
26.736342206717588,1.4754378657063996,8.203598119112549,8.211987084224615,8.90984175637457
55.5701676375999,0.8178139706843252,4.621630500163968,7.222833525151275,2.5085427985080093
27.316223660887694,0.7494898378411503,4.071604980241114,7.101933000976617,1.6610185765000893
48.78475181439425,0.25613045127645134,0.8996322579620872,7.0680976195602065,3.926805020599742
66.80541743688957,0.7029280464936957,3.6478189130816445,7.047059131454242,1.408003371642069
16.564056245905,0.5290900237139924,2.1811229834011283,6.875435903766771,0.6759867156691068
61.94786493825093,2.061951462419556,11.406237606520213,8.466471737749197,8.283140612879219
7.430221678987959,0.1521958501031717,0.30235294969974486,6.872767908124115,2.200241841919095
90.82454510012523,0.7381221171227836,3.7326585953212827,7.306496355248905,4.13418539506428
20.25983618943772,2.932085165379441,26.754239748654282,9.60421326686477,3.1249182291866133
67.65368617235569,0.06925817804682259,0.21369807729571544,6.892489990926146,2.5028649411428936
47.17443445971015,2.331355560795768,24.958781238138013,9.173273894501841,1.8569938362163039
36.76199165978461,1.0150429519087922,6.153375304749733,7.578102426291487,4.853289269896308
22.141762047800984,1.5183530656805355,11.916257090593307,8.349922709094022,4.378256596862699
47.43085329810839,1.5530879803534539,11.554716898737357,8.298220147402724,5.2603512594337625
69.90751668943392,1.19149170645261,9.42246908709023,7.541582694612352,1.7452142717554127
57.88640702481026,2.7173551021321316,30.904711149914167,9.741263799258164,0.3513042320272549
64.46722428878931,1.5599813766933979,11.369048012991618,8.287639886167328,5.553418828991614
43.778191740743736,0.28283789673544396,1.082697951163632,7.114190039900015,4.283678710478572
29.106746342116974,0.1096189246942665,1.3647995802398856,7.279485343927361,5.8293520017768055
21.9681986517248,1.955665539563405,18.401675646604605,8.600384027138674,3.344580003388579
92.85506706785496,1.6143207433274525,16.79980335089428,8.252698054530272,0.430058732475859
42.10747691654013,0.40799503777112606,1.3149794242088324,6.944374974593167,2.1877127647415895
33.47882404693473,0.8514794109455633,5.4097412297017415,7.118403885689948,0.7266159692048104
58.50257220170657,0.26500632664786644,2.9548583030055453,7.571591193232482,7.479204638858965
67.92822509434001,0.3994449671308342,1.4064871915800554,7.072189436507237,3.550735128880742
23.622676742543547,2.235606466377634,13.07462287787335,8.600697624227681,7.917658648974356
54.95792160789104,2.5512482610121703,26.859436826669775,9.436459996844526,1.9607133409504955
67.82677142427856,0.5365455091771364,3.2584545854098885,7.540638245738148,6.917698501344546
87.5887201317154,1.1487497460282818,6.868813668243161,7.907479594495761,7.360708784638699
53.5719108289541,0.7778630266817634,5.623218500107624,7.910532543332087,8.443122700344555
80.40565305373079,0.3054156959252084,2.8695498166959443,7.548704069626106,7.324526292774547
62.11891283540047,1.6263587512428819,8.729805867753972,8.252069953138234,8.801582770440676
49.60673831879119,1.4232553210593633,10.472614928639343,7.964753196102431,4.823691512602092
62.66630188880464,2.709517376610331,12.471149789246452,8.619267815194705,8.58009963491588
40.152501699680386,1.4269961571263026,13.790135538297175,7.790770801549238,0.433827203412245
78.59200279862155,0.7964758219408699,5.922954727045939,7.955880425355455,8.60075457541084
94.81129772444262,1.10555389327426,7.314345829958419,7.596122898394432,4.052375847986509
58.89518825013986,1.1100657123512068,7.671430235663636,7.5450364480997205,3.2517641908239607
10.188402022403997,3.0350895426293985,29.6019724305552,9.788316551807208,1.7760482676818388
54.268537354626346,0.21725838005003603,0.38539541508010733,6.703551975586652,0.11936217785631686
80.06355992880103,2.0974845016347965,17.43051780594038,8.718341954801799,5.081441316407784
